Village_Code,Town_Code,縣市,鄉鎮區,村里,KMT,DPP,PFP,KMT_rate,DPP_rate,PFP_rate,Valid_Votes,Invalid_Votes,Votes,Valid_People,Votes_Rate
6400300-003,6400300,高雄市,左營區,頂北里,84,269,24,0.222811671,0.713527851,0.063660477,377,6,383,540,0.709259259
6400300-004,6400300,高雄市,左營區,中北里,92,359,35,0.189300412,0.738683128,0.072016461,486,5,491,634,0.77444795
6400300-005,6400300,高雄市,左營區,中南里,48,304,19,0.129380054,0.819407008,0.051212938,371,3,374,533,0.701688555
6400300-006,6400300,高雄市,左營區,廟東里,73,498,41,0.119281046,0.81372549,0.066993464,612,6,618,825,0.749090909
6400300-007,6400300,高雄市,左營區,廟北里,78,497,41,0.126623377,0.806818182,0.066558442,616,10,626,909,0.688668867
6400300-008,6400300,高雄市,左營區,尾南里,96,381,30,0.189349112,0.75147929,0.059171598,507,8,515,725,0.710344828
6400300-009,6400300,高雄市,左營區,尾北里,578,1332,232,0.26984127,0.621848739,0.108309991,2142,20,2162,3224,0.670595533
6400300-011,6400300,高雄市,左營區,屏山里,651,350,165,0.558319039,0.300171527,0.141509434,1166,14,1180,1792,0.658482143
6400300-012,6400300,高雄市,左營區,祥和里,206,44,20,0.762962963,0.162962963,0.074074074,270,11,281,372,0.755376344
6400300-013,6400300,高雄市,左營區,永清里,228,106,95,0.531468531,0.247086247,0.221445221,429,9,438,734,0.596730245
6400300-015,6400300,高雄市,左營區,莒光里,527,453,131,0.474347435,0.407740774,0.117911791,1111,14,1125,1701,0.661375661
6400300-016,6400300,高雄市,左營區,光輝里,605,814,172,0.380263985,0.511627907,0.108108108,1591,18,1609,2369,0.679189531
6400300-017,6400300,高雄市,左營區,合群里,1320,117,205,0.803897686,0.071254568,0.124847747,1642,20,1662,2369,0.70156184
6400300-019,6400300,高雄市,左營區,明建里,266,135,105,0.5256917,0.266798419,0.207509881,506,9,515,777,0.662805663
6400300-021,6400300,高雄市,左營區,頂西里,119,521,43,0.174231332,0.762811127,0.06295754,683,4,687,975,0.704615385
6400300-022,6400300,高雄市,左營區,聖后里,101,407,38,0.184981685,0.745421245,0.06959707,546,7,553,766,0.721932115
6400300-023,6400300,高雄市,左營區,聖西里,44,196,17,0.171206226,0.762645914,0.06614786,257,1,258,347,0.74351585
6400300-024,6400300,高雄市,左營區,聖南里,64,259,26,0.183381089,0.742120344,0.074498567,349,2,351,509,0.689587426
6400300-025,6400300,高雄市,左營區,城南里,77,257,21,0.216901408,0.723943662,0.05915493,355,4,359,510,0.703921569
6400300-026,6400300,高雄市,左營區,路東里,107,366,35,0.210629921,0.720472441,0.068897638,508,5,513,713,0.719495091
6400300-027,6400300,高雄市,左營區,?北里,44,260,24,0.134146341,0.792682927,0.073170732,328,5,333,445,0.748314607
6400300-028,6400300,高雄市,左營區,?南里,89,304,34,0.208430913,0.711943794,0.079625293,427,7,434,616,0.704545455
6400300-029,6400300,高雄市,左營區,埤西里,186,391,55,0.294303797,0.618670886,0.087025316,632,6,638,939,0.679446219
6400300-030,6400300,高雄市,左營區,埤北里,433,330,94,0.505250875,0.385064177,0.109684947,857,18,875,1332,0.656906907
6400300-031,6400300,高雄市,左營區,埤東里,319,458,114,0.358024691,0.514029181,0.127946128,891,14,905,1416,0.639124294
6400300-032,6400300,高雄市,左營區,海勝里,2590,695,492,0.685729415,0.184008472,0.130262113,3777,63,3840,5596,0.686204432
6400300-034,6400300,高雄市,左營區,崇實里,693,865,324,0.368225292,0.459617428,0.172157279,1882,16,1898,2937,0.646237657
6400300-035,6400300,高雄市,左營區,自助里,124,96,26,0.504065041,0.390243902,0.105691057,246,3,249,383,0.650130548
6400300-036,6400300,高雄市,左營區,果貿里,1113,424,236,0.627749577,0.239142696,0.133107727,1773,39,1812,2697,0.67185762
6400300-037,6400300,高雄市,左營區,果惠里,628,271,125,0.61328125,0.264648438,0.122070313,1024,19,1043,1520,0.686184211
6400300-038,6400300,高雄市,左營區,果峰里,715,210,135,0.674528302,0.198113208,0.127358491,1060,19,1079,1623,0.664818238
6400300-039,6400300,高雄市,左營區,新下里,2883,5224,1061,0.314463351,0.569808028,0.115728621,7929,83,8012,11854,0.675889995
6400300-040,6400300,高雄市,左營區,新上里,4396,9360,1637,0.285584357,0.608068603,0.106347041,15393,179,15572,23265,0.669331614
6400300-041,6400300,高雄市,左營區,新中里,393,1564,169,0.184854186,0.73565381,0.079492004,3365,41,3406,4819,0.70678564
6400300-042,6400300,高雄市,左營區,新光里,2341,4525,919,0.300706487,0.581245986,0.118047527,7785,80,7865,11848,0.663825118
6400300-043,6400300,高雄市,左營區,菜公里,5342,10117,2240,0.301824962,0.571614215,0.126560823,16362,186,16548,25016,0.661496642
6400300-044,6400300,高雄市,左營區,福山里,5418,9970,2496,0.30295236,0.557481548,0.139566093,19221,198,19419,30380,0.639203423
6402700-001,6402700,高雄市,永安區,永安里,266,587,115,0.274793388,0.606404959,0.118801653,968,22,990,1538,0.643693108
6402700-002,6402700,高雄市,永安區,永華里,341,751,118,0.281818182,0.620661157,0.097520661,1210,15,1225,1785,0.68627451
6402700-003,6402700,高雄市,永安區,新港里,324,1009,160,0.217012726,0.675820496,0.107166778,1493,13,1506,2312,0.651384083
6402700-004,6402700,高雄市,永安區,鹽田里,39,172,24,0.165957447,0.731914894,0.10212766,235,4,239,369,0.647696477
6402700-005,6402700,高雄市,永安區,保寧里,357,1022,191,0.227388535,0.650955414,0.121656051,1570,20,1590,2343,0.678617157
6402700-006,6402700,高雄市,永安區,維新里,427,1482,281,0.194977169,0.676712329,0.128310502,2190,39,2229,3164,0.70448799
6402200-001,6402200,高雄市,田寮區,鹿埔里,56,159,21,0.237288136,0.673728814,0.088983051,236,3,239,355,0.673239437
6402200-002,6402200,高雄市,田寮區,南安里,144,529,58,0.196990424,0.723666211,0.079343365,731,13,744,1118,0.665474061
6402200-003,6402200,高雄市,田寮區,大同里,38,210,16,0.143939394,0.795454545,0.060606061,264,7,271,374,0.72459893
6402200-004,6402200,高雄市,田寮區,田寮里,49,166,16,0.212121212,0.718614719,0.069264069,231,3,234,358,0.653631285
6402200-005,6402200,高雄市,田寮區,七星里,79,323,30,0.18287037,0.747685185,0.069444444,432,8,440,630,0.698412698
6402200-006,6402200,高雄市,田寮區,崇德里,148,424,103,0.219259259,0.628148148,0.152592593,675,12,687,933,0.736334405
6402200-007,6402200,高雄市,田寮區,西德里,118,355,55,0.223484848,0.672348485,0.104166667,528,10,538,820,0.656097561
6402200-008,6402200,高雄市,田寮區,三和里,65,153,30,0.262096774,0.616935484,0.120967742,248,1,249,393,0.633587786
6402200-009,6402200,高雄市,田寮區,古亭里,60,238,39,0.178041543,0.706231454,0.115727003,337,8,345,533,0.64727955
6402200-010,6402200,高雄市,田寮區,新興里,127,693,78,0.14142539,0.771714922,0.086859688,898,7,905,1229,0.736371033
6403300-001,6403300,高雄市,甲仙區,東安里,90,137,30,0.350194553,0.53307393,0.116731518,257,1,258,479,0.538622129
6403300-002,6403300,高雄市,甲仙區,西安里,264,252,84,0.44,0.42,0.14,600,4,604,892,0.677130045
6403300-003,6403300,高雄市,甲仙區,和安里,124,193,82,0.310776942,0.483709273,0.205513784,399,6,405,660,0.613636364
6403300-004,6403300,高雄市,甲仙區,大田里,264,422,133,0.322344322,0.515262515,0.162393162,819,16,835,1535,0.543973941
6403300-005,6403300,高雄市,甲仙區,寶隆里,109,277,29,0.262650602,0.66746988,0.069879518,415,6,421,694,0.606628242
6403300-006,6403300,高雄市,甲仙區,關山里,102,221,38,0.282548476,0.612188366,0.105263158,361,4,365,591,0.617597293
6403300-007,6403300,高雄市,甲仙區,小林里,68,176,31,0.247272727,0.64,0.112727273,275,4,279,527,0.529411765
6403400-001,6403400,高雄市,杉林區,杉林里,78,249,21,0.224137931,0.715517241,0.060344828,348,9,357,665,0.536842105
6403400-002,6403400,高雄市,杉林區,木梓里,104,257,32,0.264631043,0.65394402,0.081424936,393,5,398,696,0.57183908
6403400-003,6403400,高雄市,杉林區,集來里,142,513,57,0.199438202,0.720505618,0.08005618,712,18,730,1341,0.544369873
6403400-004,6403400,高雄市,杉林區,新庄里,279,481,91,0.327849589,0.565217391,0.10693302,851,21,872,1567,0.556477345
6403400-005,6403400,高雄市,杉林區,上平里,278,494,84,0.324766355,0.577102804,0.098130841,856,18,874,1633,0.535211268
6403400-006,6403400,高雄市,杉林區,月眉里,318,569,88,0.326153846,0.583589744,0.09025641,975,15,990,1681,0.588935158
6403400-007,6403400,高雄市,杉林區,月美里,168,488,56,0.235955056,0.685393258,0.078651685,712,11,723,1193,0.606035205
6403400-008,6403400,高雄市,杉林區,大愛里,276,609,128,0.272458045,0.6011846,0.126357354,1013,17,1030,1903,0.541250657
6403800-001,6403800,高雄市,那瑪夏區,達卡努瓦里,361,151,77,0.612903226,0.256366723,0.130730051,589,4,593,1222,0.485270049
6403800-002,6403800,高雄市,那瑪夏區,瑪雅里,205,67,58,0.621212121,0.203030303,0.175757576,330,3,333,570,0.584210526
6403800-003,6403800,高雄市,那瑪夏區,南沙魯里,115,155,28,0.38590604,0.520134228,0.093959732,298,4,302,508,0.594488189
6401900-001,6401900,高雄市,岡山區,平安里,207,509,94,0.255555556,0.628395062,0.116049383,810,4,814,1197,0.680033417
6401900-002,6401900,高雄市,岡山區,岡山里,648,1680,326,0.244159759,0.633006782,0.122833459,2654,33,2687,4164,0.645292988
6401900-003,6401900,高雄市,岡山區,壽天里,635,1276,268,0.291418082,0.58558972,0.122992198,2179,24,2203,3134,0.702935546
6401900-004,6401900,高雄市,岡山區,維仁里,151,435,74,0.228787879,0.659090909,0.112121212,660,13,673,1022,0.65851272
6401900-005,6401900,高雄市,岡山區,後紅里,731,1473,324,0.289161392,0.582674051,0.128164557,2528,36,2564,3784,0.677589852
6401900-006,6401900,高雄市,岡山區,大遼里,364,1361,138,0.19538379,0.730542136,0.074074074,983,9,992,1287,0.770784771
6401900-007,6401900,高雄市,岡山區,忠孝里,1269,390,260,0.661281918,0.203230849,0.135487233,1919,31,1950,2745,0.710382514
6401900-008,6401900,高雄市,岡山區,和平里,67,135,30,0.288793103,0.581896552,0.129310345,232,3,235,314,0.748407643
6401900-009,6401900,高雄市,岡山區,前峰里,486,1237,209,0.251552795,0.640269151,0.108178054,1932,29,1961,2785,0.704129264
6401900-010,6401900,高雄市,岡山區,劉厝里,176,720,104,0.176,0.72,0.104,1000,10,1010,1387,0.728190339
6401900-011,6401900,高雄市,岡山區,協和里,643,1411,286,0.274786325,0.602991453,0.122222222,2340,29,2369,3390,0.698820059
6401900-012,6401900,高雄市,岡山區,後協里,1110,1928,447,0.318507891,0.553228121,0.128263989,3485,52,3537,5184,0.682291667
6401900-013,6401900,高雄市,岡山區,信義里,479,536,166,0.405588484,0.453852667,0.140558848,1181,14,1195,1747,0.684029765
6401900-014,6401900,高雄市,岡山區,潭底里,73,447,51,0.127845884,0.782837128,0.089316988,571,10,581,747,0.777777778
6401900-015,6401900,高雄市,岡山區,三和里,65,466,66,0.108877722,0.780569514,0.110552764,597,9,606,855,0.70877193
6401900-016,6401900,高雄市,岡山區,仁壽里,666,1404,266,0.28510274,0.601027397,0.113869863,2336,29,2365,3272,0.722799511
6401900-017,6401900,高雄市,岡山區,碧紅里,550,1552,329,0.226244344,0.638420403,0.135335253,2431,24,2455,3601,0.681755068
6401900-018,6401900,高雄市,岡山區,程香里,540,1019,234,0.301171221,0.568321249,0.130507529,2673,32,2705,3829,0.70645077
6401900-019,6401900,高雄市,岡山區,竹圍里,1026,2648,509,0.245278508,0.633038489,0.121683003,4183,57,4240,6101,0.694968038
6401900-020,6401900,高雄市,岡山區,台上里,736,2308,426,0.212103746,0.665129683,0.122766571,3470,48,3518,5016,0.701355662
6401900-021,6401900,高雄市,岡山區,灣裡里,248,827,143,0.203612479,0.678981938,0.117405583,1218,20,1238,1742,0.710677382
6401900-022,6401900,高雄市,岡山區,白米里,262,755,187,0.217607973,0.627076412,0.155315615,1204,15,1219,1699,0.717480871
6401900-023,6401900,高雄市,岡山區,石潭里,271,876,114,0.214908803,0.694686757,0.090404441,1261,16,1277,1741,0.733486502
6401900-024,6401900,高雄市,岡山區,福興里,187,475,69,0.255813953,0.649794802,0.094391245,731,10,741,1020,0.726470588
6401900-025,6401900,高雄市,岡山區,本洲里,250,866,134,0.2,0.6928,0.1072,1250,18,1268,1671,0.75882705
6401900-026,6401900,高雄市,岡山區,嘉興里,341,1740,296,0.143458141,0.732015145,0.124526714,2377,29,2406,3367,0.714582715
6401900-027,6401900,高雄市,岡山區,嘉峰里,230,872,106,0.190397351,0.721854305,0.087748344,1208,19,1227,1690,0.726035503
6401900-028,6401900,高雄市,岡山區,華崗里,91,936,99,0.080817052,0.831261101,0.087921847,1126,15,1141,1508,0.7566313
6401900-029,6401900,高雄市,岡山區,大莊里,143,432,63,0.224137931,0.677115987,0.098746082,638,16,654,945,0.692063492
6401900-030,6401900,高雄市,岡山區,協榮里,529,730,171,0.36993007,0.51048951,0.11958042,1430,9,1439,2080,0.691826923
6401900-031,6401900,高雄市,岡山區,為隨里,79,335,62,0.165966387,0.703781513,0.130252101,476,9,485,623,0.778491172
6401900-032,6401900,高雄市,岡山區,壽峰里,411,909,172,0.275469169,0.60924933,0.115281501,1492,15,1507,2210,0.681900452
6401900-033,6401900,高雄市,岡山區,仁義里,981,153,201,0.734831461,0.114606742,0.150561798,1335,26,1361,1896,0.717827004
6401300-001,6401300,高雄市,林園區,東林里,372,1160,166,0.219081272,0.683156655,0.097762073,1698,22,1720,2678,0.642270351
6401300-002,6401300,高雄市,林園區,林園里,466,1354,222,0.22820764,0.663075416,0.108716944,2042,26,2068,3195,0.647261346
6401300-003,6401300,高雄市,林園區,溪州里,479,1766,230,0.193535354,0.713535354,0.092929293,2475,40,2515,3750,0.670666667
6401300-004,6401300,高雄市,林園區,潭頭里,379,1104,177,0.228313253,0.665060241,0.106626506,1660,20,1680,2621,0.640976726
6401300-005,6401300,高雄市,林園區,中厝里,466,1219,196,0.247740564,0.648059543,0.104199894,1881,25,1906,2812,0.677809388
6401300-006,6401300,高雄市,林園區,中門里,287,1071,118,0.194444444,0.725609756,0.079945799,1476,20,1496,2350,0.636595745
6401300-007,6401300,高雄市,林園區,頂厝里,511,1866,270,0.193048734,0.704948999,0.102002267,2647,23,2670,4172,0.639980825
6401300-008,6401300,高雄市,林園區,港埔里,183,862,80,0.162666667,0.766222222,0.071111111,1125,9,1134,1720,0.659302326
6401300-009,6401300,高雄市,林園區,西溪里,326,1660,216,0.14804723,0.753860127,0.098092643,2202,26,2228,3280,0.679268293
6401300-010,6401300,高雄市,林園區,港嘴里,140,837,105,0.129390018,0.773567468,0.097042514,1082,13,1095,1590,0.688679245
6401300-011,6401300,高雄市,林園區,北汕里,206,584,102,0.230941704,0.65470852,0.114349776,892,12,904,1578,0.57287706
6401300-012,6401300,高雄市,林園區,林內里,395,672,122,0.332211943,0.565180824,0.102607233,1189,16,1205,1869,0.644729802
6401300-013,6401300,高雄市,林園區,王公里,474,1626,263,0.200592467,0.688108337,0.111299196,2363,38,2401,3588,0.669175028
6401300-014,6401300,高雄市,林園區,林家里,150,573,74,0.188205772,0.718946048,0.092848181,797,7,804,1255,0.64063745
6401300-015,6401300,高雄市,林園區,龔厝里,212,816,119,0.184829991,0.711421099,0.10374891,1147,19,1166,1753,0.665145465
6401300-016,6401300,高雄市,林園區,鳳芸里,187,934,80,0.15570358,0.777685262,0.066611157,1201,13,1214,1755,0.691737892
6401300-017,6401300,高雄市,林園區,中芸里,172,899,95,0.147512864,0.771012007,0.081475129,1166,11,1177,1765,0.666855524
6401300-018,6401300,高雄市,林園區,東汕里,105,411,47,0.186500888,0.730017762,0.08348135,563,5,568,905,0.627624309
6401300-019,6401300,高雄市,林園區,西汕里,62,362,37,0.134490239,0.785249458,0.080260304,461,8,469,734,0.638964578
6401300-020,6401300,高雄市,林園區,仁愛里,371,1381,159,0.194139194,0.722658294,0.083202512,1911,16,1927,2822,0.682849043
6401300-021,6401300,高雄市,林園區,文賢里,328,958,160,0.226832642,0.662517289,0.110650069,1446,16,1462,2253,0.648912561
6401300-022,6401300,高雄市,林園區,廣應里,364,1546,206,0.172022684,0.730623819,0.097353497,2116,23,2139,3240,0.660185185
6401300-023,6401300,高雄市,林園區,五福里,216,1110,152,0.146143437,0.751014885,0.102841678,1478,16,1494,2446,0.610793132
6401300-024,6401300,高雄市,林園區,中汕里,131,1133,123,0.09444845,0.816870944,0.088680606,1387,21,1408,2249,0.626056025
6402300-001,6402300,高雄市,阿蓮區,石安里,121,651,71,0.143534994,0.772241993,0.084223013,843,7,850,1283,0.662509743
6402300-002,6402300,高雄市,阿蓮區,中路里,205,1074,88,0.149963424,0.785662034,0.064374543,1367,19,1386,1965,0.705343511
6402300-003,6402300,高雄市,阿蓮區,?山里,142,604,54,0.1775,0.755,0.0675,800,11,811,1190,0.681512605
6402300-004,6402300,高雄市,阿蓮區,港後里,322,920,159,0.229835832,0.656673804,0.113490364,1401,28,1429,2043,0.699461576
6402300-005,6402300,高雄市,阿蓮區,崗山里,115,346,52,0.22417154,0.674463938,0.101364522,513,7,520,758,0.686015831
6402300-006,6402300,高雄市,阿蓮區,阿蓮里,632,2154,340,0.202175304,0.689059501,0.108765195,3126,39,3165,4705,0.672688629
6402300-007,6402300,高雄市,阿蓮區,清蓮里,341,1226,175,0.195752009,0.703788749,0.100459242,1742,25,1767,2614,0.675975516
6402300-008,6402300,高雄市,阿蓮區,和蓮里,265,1122,118,0.176079734,0.74551495,0.078405316,1505,17,1522,2225,0.684044944
6402300-009,6402300,高雄市,阿蓮區,青旗里,214,651,94,0.223149114,0.678832117,0.09801877,959,17,976,1455,0.670790378
6402300-010,6402300,高雄市,阿蓮區,復安里,231,733,108,0.215485075,0.683768657,0.100746269,1072,14,1086,1605,0.676635514
6402300-011,6402300,高雄市,阿蓮區,玉庫里,95,562,63,0.131944444,0.780555556,0.0875,720,8,728,1014,0.717948718
6402300-012,6402300,高雄市,阿蓮區,南蓮里,450,1237,234,0.234252993,0.64393545,0.121811556,1921,21,1942,2858,0.679496151
6400700-001,6400700,高雄市,前金區,三川里,243,667,93,0.24227318,0.665004985,0.092721834,487,6,493,683,0.72181552
6400700-002,6400700,高雄市,前金區,草江里,208,392,77,0.307237814,0.579025111,0.113737075,677,4,681,1018,0.668958743
6400700-003,6400700,高雄市,前金區,長城里,181,635,88,0.200221239,0.702433628,0.097345133,904,15,919,1342,0.684798808
6400700-004,6400700,高雄市,前金區,北金里,158,382,48,0.268707483,0.649659864,0.081632653,588,8,596,870,0.685057471
